doc_title,source_url,jurisdiction,doc_date,doc_summary,tag1,tag2,tag3
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4106,School District 68,,Index record for sd68 escribe document identifier 4106,escribe,sd68-archive,public-registry
Agenda Regular Board Meeting - Special Sep-11-2013.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4107,School District 68,,Index record for sd68 escribe document identifier 4107,escribe,sd68-archive,public-registry
PostMinutes Regular Board Meeting - Special Sep-11-2013.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4108,School District 68,,Index record for sd68 escribe document identifier 4108,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4109,School District 68,,Index record for sd68 escribe document identifier 4109,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4110,School District 68,,Index record for sd68 escribe document identifier 4110,escribe,sd68-archive,public-registry
Agenda Regular Board Meeting - Special Jul-03-2013.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4111,School District 68,,Index record for sd68 escribe document identifier 4111,escribe,sd68-archive,public-registry
PostMinutes Regular Board Meeting - Special Jul-03-2013.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4112,School District 68,,Index record for sd68 escribe document identifier 4112,escribe,sd68-archive,public-registry
Achievement Contract.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4113,School District 68,,Index record for sd68 escribe document identifier 4113,escribe,sd68-archive,public-registry
Self Regulation Report June 2013.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4114,School District 68,,Index record for sd68 escribe document identifier 4114,escribe,sd68-archive,public-registry
SelfRegulation Pyramid_Classroom_June2013.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4115,School District 68,,Index record for sd68 escribe document identifier 4115,escribe,sd68-archive,public-registry
June 2013 SD68 RTI Report.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4116,School District 68,,Index record for sd68 escribe document identifier 4116,escribe,sd68-archive,public-registry
BC Education Plan Grant.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4117,School District 68,,Index record for sd68 escribe document identifier 4117,escribe,sd68-archive,public-registry
AS Meetings of Standing Committees.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4118,School District 68,,Index record for sd68 escribe document identifier 4118,escribe,sd68-archive,public-registry
Action Sheet - Appointment of Architect 2 280513.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4119,School District 68,,Index record for sd68 escribe document identifier 4119,escribe,sd68-archive,public-registry
Architects Understanding.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4120,School District 68,,Index record for sd68 escribe document identifier 4120,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4121,School District 68,,Index record for sd68 escribe document identifier 4121,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4122,School District 68,,Index record for sd68 escribe document identifier 4122,escribe,sd68-archive,public-registry
Agenda Regular Board Meeting - Special Apr-20-2011.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4123,School District 68,,Index record for sd68 escribe document identifier 4123,escribe,sd68-archive,public-registry
Local School Calendar 2011-12.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4124,School District 68,,Index record for sd68 escribe document identifier 4124,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4125,School District 68,,Index record for sd68 escribe document identifier 4125,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4126,School District 68,,Index record for sd68 escribe document identifier 4126,escribe,sd68-archive,public-registry
Agenda Regular Board Meeting - Special Apr-11-2011.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4127,School District 68,,Index record for sd68 escribe document identifier 4127,escribe,sd68-archive,public-registry
PostMinutes Regular Board Meeting - Special Apr-11-2011.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4128,School District 68,,Index record for sd68 escribe document identifier 4128,escribe,sd68-archive,public-registry
Nicolette Zuydervelt.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4129,School District 68,,Index record for sd68 escribe document identifier 4129,escribe,sd68-archive,public-registry
Jaye Macfarlane.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4130,School District 68,,Index record for sd68 escribe document identifier 4130,escribe,sd68-archive,public-registry
Sharon Fitzgerald.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4131,School District 68,,Index record for sd68 escribe document identifier 4131,escribe,sd68-archive,public-registry
Fairview Community School PAC.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4132,School District 68,,Index record for sd68 escribe document identifier 4132,escribe,sd68-archive,public-registry
"Correspondence from Marcie Boudreau, et al.pdf",https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4133,School District 68,,Index record for sd68 escribe document identifier 4133,escribe,sd68-archive,public-registry
Alicia Hoover.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4134,School District 68,,Index record for sd68 escribe document identifier 4134,escribe,sd68-archive,public-registry
NDTA Correspondence re Budget Input.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4135,School District 68,,Index record for sd68 escribe document identifier 4135,escribe,sd68-archive,public-registry
Jill Williamson.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4136,School District 68,,Index record for sd68 escribe document identifier 4136,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4137,School District 68,,Index record for sd68 escribe document identifier 4137,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4138,School District 68,,Index record for sd68 escribe document identifier 4138,escribe,sd68-archive,public-registry
Agenda Regular Board Meeting - Special Apr-04-2011.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4139,School District 68,,Index record for sd68 escribe document identifier 4139,escribe,sd68-archive,public-registry
PostMinutes Regular Board Meeting - Special Apr-04-2011.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4140,School District 68,,Index record for sd68 escribe document identifier 4140,escribe,sd68-archive,public-registry
Nanaimo Music Teachers Association.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4141,School District 68,,Index record for sd68 escribe document identifier 4141,escribe,sd68-archive,public-registry
CUPE Presentation.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4142,School District 68,,Index record for sd68 escribe document identifier 4142,escribe,sd68-archive,public-registry
Brenda Hanus.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4143,School District 68,,Index record for sd68 escribe document identifier 4143,escribe,sd68-archive,public-registry
Rod MacVicar.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4144,School District 68,,Index record for sd68 escribe document identifier 4144,escribe,sd68-archive,public-registry
Sandy & Colin Bollinger.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4145,School District 68,,Index record for sd68 escribe document identifier 4145,escribe,sd68-archive,public-registry
Jo Foley.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4146,School District 68,,Index record for sd68 escribe document identifier 4146,escribe,sd68-archive,public-registry
Bruce & Sarah Baxter.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4147,School District 68,,Index record for sd68 escribe document identifier 4147,escribe,sd68-archive,public-registry
"Rene Robinson, President, Tillicum Lelum.pdf",https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4148,School District 68,,Index record for sd68 escribe document identifier 4148,escribe,sd68-archive,public-registry
Kristine Thiessen.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4149,School District 68,,Index record for sd68 escribe document identifier 4149,escribe,sd68-archive,public-registry
Renate Simmons.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4150,School District 68,,Index record for sd68 escribe document identifier 4150,escribe,sd68-archive,public-registry
Lorne & Michelle Gale.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4151,School District 68,,Index record for sd68 escribe document identifier 4151,escribe,sd68-archive,public-registry
Tamala Gunnell.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4152,School District 68,,Index record for sd68 escribe document identifier 4152,escribe,sd68-archive,public-registry
"Robyn Dunstan, Quarterway PAC.pdf",https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4153,School District 68,,Index record for sd68 escribe document identifier 4153,escribe,sd68-archive,public-registry
"Hollie Tarasewich, DPAC President.pdf",https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4154,School District 68,,Index record for sd68 escribe document identifier 4154,escribe,sd68-archive,public-registry
Cathy Aniceto.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4155,School District 68,,Index record for sd68 escribe document identifier 4155,escribe,sd68-archive,public-registry
Valentina Cardinalli.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4156,School District 68,,Index record for sd68 escribe document identifier 4156,escribe,sd68-archive,public-registry
Proposed School Calendar 2011-12 - Consultation Process.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4157,School District 68,,Index record for sd68 escribe document identifier 4157,escribe,sd68-archive,public-registry
Local School Calendar Survey Results - Mar 2011.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4158,School District 68,,Index record for sd68 escribe document identifier 4158,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4159,School District 68,,Index record for sd68 escribe document identifier 4159,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4160,School District 68,,Index record for sd68 escribe document identifier 4160,escribe,sd68-archive,public-registry
Agenda Regular Board Meeting - Special Feb-09-2011.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4161,School District 68,,Index record for sd68 escribe document identifier 4161,escribe,sd68-archive,public-registry
PostMinutes Regular Board Meeting - Special Feb-09-2011.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4162,School District 68,,Index record for sd68 escribe document identifier 4162,escribe,sd68-archive,public-registry
Action Sheet - Proposed Local School Calendar  2011-12.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4163,School District 68,,Index record for sd68 escribe document identifier 4163,escribe,sd68-archive,public-registry
School Calendar Bylaw No. 5.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4164,School District 68,,Index record for sd68 escribe document identifier 4164,escribe,sd68-archive,public-registry
Section 78 - School Act.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4165,School District 68,,Index record for sd68 escribe document identifier 4165,escribe,sd68-archive,public-registry
School Calendar Regulation.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4166,School District 68,,Index record for sd68 escribe document identifier 4166,escribe,sd68-archive,public-registry
Proposed Local School Calendar 2011-2012.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4167,School District 68,,Index record for sd68 escribe document identifier 4167,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4168,School District 68,,Index record for sd68 escribe document identifier 4168,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4169,School District 68,,Index record for sd68 escribe document identifier 4169,escribe,sd68-archive,public-registry
Agenda Regular Board Meeting - Special Jan-05-2011.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4170,School District 68,,Index record for sd68 escribe document identifier 4170,escribe,sd68-archive,public-registry
PostMinutes Regular Board Meeting - Special Jan-05-2011.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4171,School District 68,,Index record for sd68 escribe document identifier 4171,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4172,School District 68,,Index record for sd68 escribe document identifier 4172,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4173,School District 68,,Index record for sd68 escribe document identifier 4173,escribe,sd68-archive,public-registry
Agenda Regular Board Meeting - Special Oct-19-2010.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4174,School District 68,,Index record for sd68 escribe document identifier 4174,escribe,sd68-archive,public-registry
PostMinutes Regular Board Meeting - Special Oct-19-2010.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4175,School District 68,,Index record for sd68 escribe document identifier 4175,escribe,sd68-archive,public-registry
Feedback.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4176,School District 68,,Index record for sd68 escribe document identifier 4176,escribe,sd68-archive,public-registry
BYLAW Facilities Plan.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4177,School District 68,,Index record for sd68 escribe document identifier 4177,escribe,sd68-archive,public-registry
District Facilities Plan Change Process Bylaw.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4178,School District 68,,Index record for sd68 escribe document identifier 4178,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4179,School District 68,,Index record for sd68 escribe document identifier 4179,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4180,School District 68,,Index record for sd68 escribe document identifier 4180,escribe,sd68-archive,public-registry
Agenda Regular Board Meeting - Special Oct-13-2010.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4181,School District 68,,Index record for sd68 escribe document identifier 4181,escribe,sd68-archive,public-registry
PostMinutes Regular Board Meeting - Special Oct-13-2010.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4182,School District 68,,Index record for sd68 escribe document identifier 4182,escribe,sd68-archive,public-registry
Organization of Classes - 2010-11 School Year.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4183,School District 68,,Index record for sd68 escribe document identifier 4183,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4184,School District 68,,Index record for sd68 escribe document identifier 4184,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4185,School District 68,,Index record for sd68 escribe document identifier 4185,escribe,sd68-archive,public-registry
Agenda Regular Board Meeting - Special Sep-28-2010.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4186,School District 68,,Index record for sd68 escribe document identifier 4186,escribe,sd68-archive,public-registry
PostMinutes Regular Board Meeting - Special Sep-28-2010.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4187,School District 68,,Index record for sd68 escribe document identifier 4187,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4188,School District 68,,Index record for sd68 escribe document identifier 4188,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4189,School District 68,,Index record for sd68 escribe document identifier 4189,escribe,sd68-archive,public-registry
Agenda Regular Board Meeting - Special Jul-12-2010.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4190,School District 68,,Index record for sd68 escribe document identifier 4190,escribe,sd68-archive,public-registry
PostMinutes Regular Board Meeting - Special Jul-12-2010.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4191,School District 68,,Index record for sd68 escribe document identifier 4191,escribe,sd68-archive,public-registry
Achievement contract 2010-11.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4192,School District 68,,Index record for sd68 escribe document identifier 4192,escribe,sd68-archive,public-registry
Achievement Contract Action Sheet July 2010.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4193,School District 68,,Index record for sd68 escribe document identifier 4193,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4194,School District 68,,Index record for sd68 escribe document identifier 4194,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4195,School District 68,,Index record for sd68 escribe document identifier 4195,escribe,sd68-archive,public-registry
Agenda Regular Board Meeting - Special May-03-2011.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4196,School District 68,,Index record for sd68 escribe document identifier 4196,escribe,sd68-archive,public-registry
PostMinutes Regular Board Meeting - Special May-03-2011.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4197,School District 68,,Index record for sd68 escribe document identifier 4197,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4198,School District 68,,Index record for sd68 escribe document identifier 4198,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4199,School District 68,,Index record for sd68 escribe document identifier 4199,escribe,sd68-archive,public-registry
Agenda Regular Board Meeting - Special Jun-29-2011.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4200,School District 68,,Index record for sd68 escribe document identifier 4200,escribe,sd68-archive,public-registry
SD68 Part 3 Presentation June 3 2011.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4201,School District 68,,Index record for sd68 escribe document identifier 4201,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4202,School District 68,,Index record for sd68 escribe document identifier 4202,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4203,School District 68,,Index record for sd68 escribe document identifier 4203,escribe,sd68-archive,public-registry
PostMinutes Regular Board Meeting - Special Oct-12-2010.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4204,School District 68,,Index record for sd68 escribe document identifier 4204,escribe,sd68-archive,public-registry
PostMinutes Regular Board Meeting - Special Nov-30-2011.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4205,School District 68,,Index record for sd68 escribe document identifier 4205,escribe,sd68-archive,public-registry
Agenda Business Committee Meeting Mar-06-2019.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4206,School District 68,,Index record for sd68 escribe document identifier 4206,escribe,sd68-archive,public-registry
PostMinutes Business Committee Meeting Mar-06-2019.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4207,School District 68,,Index record for sd68 escribe document identifier 4207,escribe,sd68-archive,public-registry
06 - Feb 19 2019.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4208,School District 68,,Index record for sd68 escribe document identifier 4208,escribe,sd68-archive,public-registry
IS - 2019 2020 Annual Facility Grant.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4209,School District 68,,Index record for sd68 escribe document identifier 4209,escribe,sd68-archive,public-registry
2019-20 AFG Presentation.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4210,School District 68,,Index record for sd68 escribe document identifier 4210,escribe,sd68-archive,public-registry
AS - 2019 2020 Budget Planning.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4211,School District 68,,Index record for sd68 escribe document identifier 4211,escribe,sd68-archive,public-registry
Draft Budget Calendar.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4212,School District 68,,Index record for sd68 escribe document identifier 4212,escribe,sd68-archive,public-registry
IS - Funding Model Review - Staff Recommendations.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4213,School District 68,,Index record for sd68 escribe document identifier 4213,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4214,School District 68,,Index record for sd68 escribe document identifier 4214,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4215,School District 68,,Index record for sd68 escribe document identifier 4215,escribe,sd68-archive,public-registry
Agenda Business Committee Meeting Feb-19-2019.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4216,School District 68,,Index record for sd68 escribe document identifier 4216,escribe,sd68-archive,public-registry
PostMinutes Business Committee Meeting Feb-19-2019.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4217,School District 68,,Index record for sd68 escribe document identifier 4217,escribe,sd68-archive,public-registry
05 - Jan 16 2019.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4218,School District 68,,Index record for sd68 escribe document identifier 4218,escribe,sd68-archive,public-registry
IS - Local School Calendar 2019-2020.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4219,School District 68,,Index record for sd68 escribe document identifier 4219,escribe,sd68-archive,public-registry
IS - Transportation Admin Policy.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4220,School District 68,,Index record for sd68 escribe document identifier 4220,escribe,sd68-archive,public-registry
Transportation Route Review.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4221,School District 68,,Index record for sd68 escribe document identifier 4221,escribe,sd68-archive,public-registry
AS - 2018-2019 Amended Annual budget Bylaw.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4222,School District 68,,Index record for sd68 escribe document identifier 4222,escribe,sd68-archive,public-registry
2018-19 Annual Amended Budget.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4223,School District 68,,Index record for sd68 escribe document identifier 4223,escribe,sd68-archive,public-registry
Draft Budget Calendar.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4224,School District 68,,Index record for sd68 escribe document identifier 4224,escribe,sd68-archive,public-registry
IS - Ministry Enrolment Projections.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4225,School District 68,,Index record for sd68 escribe document identifier 4225,escribe,sd68-archive,public-registry
Report of the Funding Model Review Panel.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4226,School District 68,,Index record for sd68 escribe document identifier 4226,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4227,School District 68,,Index record for sd68 escribe document identifier 4227,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4228,School District 68,,Index record for sd68 escribe document identifier 4228,escribe,sd68-archive,public-registry
Agenda Business Committee Meeting Jan-16-2019.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4229,School District 68,,Index record for sd68 escribe document identifier 4229,escribe,sd68-archive,public-registry
PostMinutes Business Committee Meeting Jan-16-2019.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4230,School District 68,,Index record for sd68 escribe document identifier 4230,escribe,sd68-archive,public-registry
04 - Dec 12 2018.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4231,School District 68,,Index record for sd68 escribe document identifier 4231,escribe,sd68-archive,public-registry
AS - Trustee Remuneration.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4232,School District 68,,Index record for sd68 escribe document identifier 4232,escribe,sd68-archive,public-registry
2019 2020 Draft Budget Calendar.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4233,School District 68,,Index record for sd68 escribe document identifier 4233,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4234,School District 68,,Index record for sd68 escribe document identifier 4234,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4235,School District 68,,Index record for sd68 escribe document identifier 4235,escribe,sd68-archive,public-registry
Agenda Business Committee Meeting Dec-12-2018.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4236,School District 68,,Index record for sd68 escribe document identifier 4236,escribe,sd68-archive,public-registry
PostMinutes Business Committee Meeting Dec-12-2018.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4237,School District 68,,Index record for sd68 escribe document identifier 4237,escribe,sd68-archive,public-registry
03 - Nov 14  2018.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4238,School District 68,,Index record for sd68 escribe document identifier 4238,escribe,sd68-archive,public-registry
SOFI Report - June 2018.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4239,School District 68,,Index record for sd68 escribe document identifier 4239,escribe,sd68-archive,public-registry
Staff Report - 1st Quarter Financial Update 2018-19.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4240,School District 68,,Index record for sd68 escribe document identifier 4240,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4241,School District 68,,Index record for sd68 escribe document identifier 4241,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4242,School District 68,,Index record for sd68 escribe document identifier 4242,escribe,sd68-archive,public-registry
Agenda Business Committee Meeting Nov-14-2018.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4243,School District 68,,Index record for sd68 escribe document identifier 4243,escribe,sd68-archive,public-registry
PostMinutes Business Committee Meeting Nov-14-2018.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4244,School District 68,,Index record for sd68 escribe document identifier 4244,escribe,sd68-archive,public-registry
02 -Oct 10 2018.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4245,School District 68,,Index record for sd68 escribe document identifier 4245,escribe,sd68-archive,public-registry
AS - Trustee Remuneration.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4246,School District 68,,Index record for sd68 escribe document identifier 4246,escribe,sd68-archive,public-registry
Overview of School District Funding and Budget Preparation.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4247,School District 68,,Index record for sd68 escribe document identifier 4247,escribe,sd68-archive,public-registry
Agenda.html,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4248,School District 68,,Index record for sd68 escribe document identifier 4248,escribe,sd68-archive,public-registry
Agenda.css,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4249,School District 68,,Index record for sd68 escribe document identifier 4249,escribe,sd68-archive,public-registry
Agenda Business Committee Meeting Oct-10-2018.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4250,School District 68,,Index record for sd68 escribe document identifier 4250,escribe,sd68-archive,public-registry
PostMinutes Business Committee Meeting Oct-10-2018.pdf,https://pub-sd68.escribemeetings.com/FileStream.ashx?DocumentId=4251,School District 68,,Index record for sd68 escribe document identifier 4251,escribe,sd68-archive,public-registry
